From Bank,Account,To Bank,Account.1,Amount Paid
254308,8185441A0,21939,808511540,24.37
128110,81854DD60,1231,80CC05B80,36.19
241535,818552340,13354,805E4F110,25.08
116473,8185A47B0,25017,814518290,25.08
23571,8185C78D0,223057,814285D10,14.49
119593,8185C11E0,219368,8078709C0,37.97
239632,8185E4840,11,8006C25A0,9.28
59004,8185E9200,11255,8069F4FC0,34.96
10416,81862A070,19085,80733E1E0,13.81
238477,81862B480,129927,811BAA760,23.49
214342,81862BCF0,137268,80E98D040,46.49
30061,81862C4F0,23319,80815ED30,19.96
18840,81004FDF0,162111,817F9DB70,8.14
18840,81004FDF0,162111,817F9DB70,21.32
18840,81004FDF0,162111,817F9DB70,2.79
18840,81004FDF0,162111,817F9DB70,3.54
18840,81004FDF0,162111,817F9DB70,3.98
115966,81864B7D0,128019,80AD0D3F0,19.11
37022,81865BA00,19229,807FA0660,23.48
238477,81865C840,19229,807FA0660,45.0
158006,81865C9D0,140981,8149B77D0,36.8
158472,818663020,137952,80FD79EF0,7.33
8318,80CC91890,66170,818665580,37.84
225862,81866A330,394,80035F230,17.92
165110,818622C20,65991,819987690,6.71
158406,8186516F0,23041,805759D00,28.02
217862,818667E30,2175,80710A5B0,37.65
122459,818667E80,22595,806E86B70,9.3
128019,8186833E0,228752,80D6BA640,10.0
21566,81868A500,21246,815B0A400,18.19
212518,818689150,215514,805CFEC30,17.42
63357,818688C30,63681,81B63B7B0,2.09
22547,81868E3B0,43863,814690860,5.6
252676,818696930,11770,809ABAC50,33.35
28393,818696A50,13821,8037A25B0,37.99
225759,818696AA0,19182,807154240,46.23
5206,8185FD5D0,124173,810513DB0,23.81
118314,8186AAFF0,21246,808BE3860,10.07
35798,8186B7490,126631,80EE57B90,29.5
127980,8186BDCA0,23410,80A4A7B70,6.18
214111,818710770,25526,8048036E0,29.13
219782,81875E610,31694,810278490,5.8
15331,81882D8E0,22435,801016320,9.04
121007,8188374E0,1217,80093A010,19.6
1,818852250,1639,80C645490,41.57
8814,8188602B0,153304,81B87C3A0,49.0
156230,818863E90,215514,818F98320,44.66
160268,818874E80,237102,80E26F280,30.84
224231,818876440,4790,816216900,6.44
1422,818877720,8814,807592B60,47.49
166679,818894A00,220015,808BE0680,46.95
28625,81889C840,16263,819140200,35.68
14133,81889DA70,117916,80DC6FE40,13.04
256229,81889E240,1,8001F22D0,47.66
23747,81886BDF0,220015,808456AE0,3.83
223057,8188A3CF0,1291,8011820F0,46.34
20592,8188CCB00,145729,819F2F810,8.64
137074,8188B7280,159289,81A45BBF0,6.93
26453,8188C1AD0,21939,8041B1440,19.06
162149,81891C600,31694,81764D9B0,25.03
31635,818988F10,22481,80860EF50,19.48
129050,818998D00,42838,817214F90,1.36
262844,81899C020,27155,806405600,13.7
66148,818A6CC20,1422,8003ED620,8.01
149701,818A6C450,1291,80950ED30,24.54
233465,818A75C30,1120,800BBD030,28.33
14648,818A7C690,20,8095C1840,19.65
22661,818A7B540,142529,8126680B0,36.35
25463,818A8B230,1291,8002310D0,7.21
39812,818AAA070,112568,80AF26E40,4.26
235053,818A9F520,160734,818CDF570,33.28
258931,818AD72B0,124222,819A92E70,46.01
21393,818AEB660,21828,810D3D540,40.83
28958,818AB2DB0,11968,800F6C5A0,3.2
25463,818B05980,261630,8191D95B0,5.67
18903,818B064A0,4187,805283AD0,38.7
224,818B3B150,22086,800FBB070,8.24
1231,818B505C0,19229,809E5BF70,41.74
132021,818B31AB0,2196,819F45110,33.82
139833,818B6C8F0,215456,809DF1490,30.36
140110,818B95600,229026,80C768E20,23.22
161609,818BE0DB0,11,80A40BB30,6.24
119593,818BE7E00,116703,806F9BFD0,4.78
29264,818BE8BF0,116703,806F9BFD0,14.27
24063,818BF1A30,1120,80805D1D0,24.56
64156,818BDC780,2175,803FB9F10,11.93
223057,818BDFE90,2175,803FB9F10,11.35
158406,818BFB180,1439,803FB9FB0,4.87
219687,818C584D0,349,803A81DF0,38.13
262348,818C624F0,11047,80B660370,20.76
222559,818C941C0,214867,81B242A60,2.76
15786,818C9BDC0,118314,8121B4030,39.37
28625,818C8B950,2368,817029990,39.9
21939,818C926A0,2545,80115A7B0,29.26
67503,818C97140,11047,8023B9740,15.31
349,818C9ABC0,218072,818BD90F0,38.77
138123,818CBBE70,11701,800A59250,11.31
5617,818CBE780,394,800CEB430,27.79
13354,818CBF130,28644,80E5C2180,33.04
22547,818CC7570,2860,8020CEF40,43.38
155177,818CE1D80,110777,816B67D90,27.8
232746,8068F5670,215721,815F61EF0,1.39
245810,818C88680,222470,8187E1E30,15.48
153304,818CADAD0,15680,80291A520,22.16
13395,818D015D0,31286,80FED4FE0,39.15
58439,818D0B470,13125,8134BD0D0,8.9
160734,818D33200,225759,80A2A0290,3.6
11770,818DA5200,216093,819062C20,5.17
133620,818E31690,218057,80811A5C0,29.62
137952,818E2C9E0,246342,8151314C0,4.26
162583,818E6D960,120364,80AE9E030,0.48
143928,818E6E950,18840,80F3E3DE0,37.51
64997,818EE6780,115966,81A35F6F0,5.77
24778,818F21280,215187,806BC5A10,27.71
24999,818F469A0,28865,80DED5330,6.3
267233,818F47230,21393,811488D30,14.26
30691,818F38A90,19589,8171BA560,49.12
128110,818F98C90,24633,80210A700,1.01
267100,818FBD450,224,8023BE570,5.41
8318,818FDB690,13821,80D7E7E00,14.31
128110,8190625F0,3500,80FD6CAA0,33.14
224,819066260,126588,810FF6010,2.76
163060,8190968A0,231948,812F29E40,22.54
11305,8190F20E0,28644,80D014220,3.46
263190,819150250,118699,80DB75D00,5.97
222470,819150790,13821,802767B90,4.92
245564,8191495D0,245564,8191495D0,31.48
157572,8191C57A0,228849,81A418990,8.54
244647,8191E3AE0,28195,818B95EA0,0.86
146538,8191E5E40,225862,814D75B00,11.9
122459,81920AFD0,23571,802E83EA0,31.35
122779,819233A20,3500,8036BF670,47.5
31188,81925D9F0,1439,801D09620,22.21
126413,819278D30,1110,800CCF640,10.92
240242,8192C3990,22129,806343BE0,6.05
215456,819337610,18840,805D3E280,30.32
29915,819374D40,5617,805895D20,9.89
148288,81949E9D0,22364,80563ECB0,12.48
1394,8194E03E0,212518,80CACDCA0,3.21
21547,8194EC200,21130,80B1CC5A0,36.12
262117,8195495A0,2692,8016A79D0,44.86
21647,81955AAC0,21393,81196B890,7.16
19325,8196A0950,132004,81170AF60,45.82
33296,8196A6530,2545,806AD2940,11.73
67043,8196ABCA0,11661,8118E72F0,48.81
128019,8196D4560,33747,81BD5C1E0,32.84
254751,8196D3E70,1217,80637F830,37.19
5617,8196D4200,2175,80156CDD0,24.39
3440,8196E3A80,2860,80530D2F0,0.37
56239,8196E4D30,110821,808326670,8.6
53397,81973CB70,15284,8069FC0D0,6.24
59717,81974AFD0,2196,806D436F0,36.32
1231,81975FB30,259720,817BC2440,21.75
256312,81975FDA0,259720,817BC2440,19.26
226660,81975D6A0,120364,80AA65110,12.45
25259,81975E470,33013,81BF9B980,38.26
65975,80CE6F590,1422,800BD3C20,4.95
222470,8197A8620,24523,80CA91990,46.24
162225,8197E86A0,123807,81B582C40,24.6
63152,8197E87B0,123807,81B582C40,29.8
29158,8197EB720,228849,8106E4FD0,22.0
31188,8197F1A20,18656,806415470,14.06
224,819800950,19229,80D5A5880,10.4
261853,8197E5060,11,8001097D0,25.77
160734,819824EE0,13210,803512AA0,45.17
11046,800603FA0,3597,8198380C0,20.9
11046,800603FA0,3597,8198380C0,37.19
35145,81983B2E0,12,807DBB1D0,9.19
5855,81983C440,394,8002F4D30,27.12
56824,81983C890,215239,8168B4680,5.77
18903,819842800,24216,819AA82D0,14.55
139833,819837070,3597,80226B000,0.48
8488,808C25B50,30061,81988D980,0.39
8488,808C25B50,30061,81988D980,0.47
11046,819894B40,43863,816D44560,47.11
238352,819894BE0,219687,816D444C0,7.02
116473,819921030,22481,8033D6C90,0.59
229026,81991FF50,217862,80D464060,48.99
21939,819923220,2692,801565000,16.03
229026,819953650,28644,80EF13780,8.87
238352,81998A060,5571,8057EABC0,14.98
215721,819990FD0,31363,81550F450,7.35
11305,819997340,215514,80C47B660,3.64
269198,81999F3D0,115966,81306D7C0,6.41
134720,81999F760,21828,81027D110,13.95
31286,8199A0710,1439,800A74AB0,7.19
47060,8199A6530,20,800F89F40,42.53
124222,8199A8420,237078,8117EE580,8.01
123807,8199C92C0,13395,80439B780,49.18
20,8199E9320,349,805252920,41.69
131787,8199F5590,16679,80A0967D0,4.8
158006,8199FF920,220015,8137CF480,46.42
1,819A0CA20,12966,8190F5610,18.18
226436,8199CF760,2368,801319800,9.48
139835,819A0ED20,139661,8136C2D60,8.71
66573,819A0EDC0,116473,8062EBE90,9.78
64997,819A0EFA0,118536,810C873A0,25.03
17803,819A12870,217862,814535BF0,0.07
119174,819981290,114954,80750B6F0,25.86
261281,819982360,126883,81BD2F7E0,34.44
215721,819A50670,214867,80EDD8DC0,5.87
262366,819A55310,22890,804312ED0,5.95
136360,819A83F50,255136,81C129450,32.44
149962,819A8E550,14648,8098CEF30,27.46
21063,819A9E960,19229,81086C430,4.04
63152,819A89690,215571,808242AF0,42.52
143928,819A8D320,11265,80F15B8A0,46.02
14408,819A907F0,15680,805922FE0,4.08
141248,819A83860,25259,815892370,2.92
223113,819ACC6E0,22435,809772340,3.17
22129,819ADA130,119174,80B6E04A0,14.52
15331,819AC5B90,117916,80A0523E0,19.56
257646,819AD2C20,28195,814ACBA00,40.94
65975,819AD3DA0,531,814211B40,43.53
246656,819AEF640,28102,80301B120,1.29
119174,819ABAD10,214000,810C4EEE0,16.1
117301,819ABC2E0,214000,810C4EEE0,26.89
66170,819ABFC50,254569,81A7740F0,1.14
13395,819AC0AE0,30061,80FD639F0,14.85
8801,819AC1350,214111,808F7C5F0,9.39
128110,819AF39E0,18890,80DA14440,5.37
28958,819AF43D0,139661,81BAB41D0,24.84
11483,819AF4640,214000,810C4EEE0,9.49
142716,819AF53D0,214000,810C4EEE0,43.98
252390,819B2C030,1,8000FE080,40.33
11255,819B3EAD0,3533,80E6F6F70,23.7
157989,819B39E00,1439,8008C4200,34.1
234680,819B3C6F0,124222,80AF49A60,5.13
18990,819B56AC0,13243,805251560,25.81
231905,819B56B60,5572,8052F8330,0.51
67638,819B598D0,27234,805B30710,9.33
152972,819B5D570,21260,8057EB290,40.34
67633,819B61860,247270,81A7A5DD0,5.71
139835,819B67820,215456,8070C1160,8.44
130821,819A51A70,11337,80C98FDB0,6.19
126991,819A63150,264122,819987000,8.73
216093,819AAF750,212518,807E22560,1.19
254569,819BB5990,4187,80AB063D0,16.81
17256,819BE5F10,217717,81466D360,9.44
33013,819BEA2D0,119593,807CB4FD0,6.7
116473,819BE4BE0,18656,811BCAB50,30.69
116648,819BF6950,22185,8180E60A0,6.34
64156,819BF1C70,22661,810C2A320,4.99
232523,819BF5720,116473,810C2BDC0,41.1
19229,819BF5E00,214111,810C2C080,8.22
3718,819BF7DD0,153304,81830CF90,9.46
16739,819BFF950,225862,810C2C350,6.49
6809,807CAD7D0,63057,819C34B00,9.98
6809,807CAD7D0,63057,819C34B00,10.52
146287,819C34F00,155177,81941CC40,0.55
1231,800931590,30562,819C3B250,45.94
1231,800931590,30562,819C3B250,8.09
1231,800931590,30562,819C3B250,0.28
240242,819C58090,5621,803162BF0,47.75
133539,819C58450,118681,81530F5E0,20.39
218072,819C57890,1439,802C8C380,45.05
21260,819C5D0C0,1439,802C8C380,16.51
144308,819C5F070,21566,8133980D0,47.17
259461,819C4DFA0,118314,80B78E050,5.38
239440,819BDB060,3440,80D048750,36.06
63357,819C20C60,15194,80CEA6040,41.91
34978,819C4BE30,27967,80CC37C70,3.52
56335,819C7BED0,1439,8009ED930,47.47
31363,819C75C70,11222,808EDDB70,5.06
241912,819C74CB0,240057,80F00DA50,20.31
220188,80A57CDF0,156230,819C887E0,47.57
221100,819C93950,3597,8029B3090,0.2
21393,819CA8F40,1291,8062E3E60,31.27
237078,819C97B10,3653,805E40540,7.38
119927,819CA4A30,28958,80EB48D80,34.08
126413,819CAFE10,12,8169A6410,7.24
8318,819CC3BB0,228752,80CBB9FF0,6.08
161090,819CC6B80,5033,80774EDF0,19.31
253967,819CCB020,29448,804C9D4F0,35.86
257989,819CCE9F0,12,806AC2EE0,15.02
139884,819CCEC00,12,806AC2EE0,35.85
128097,819CDD0A0,37146,81B5E5410,23.29
61144,819CDDE50,37146,81B5E5410,15.09
56335,819CEFCA0,237078,810CBE010,6.39
240242,819B9CD30,21414,80174FCC0,47.97
229026,819CF0330,214867,812D6BB30,27.95
63681,819D14040,20,8001B9370,15.83
262622,819D3EB90,22364,800E1AA60,40.87
261630,819D914E0,11701,802A2F5F0,46.8
121013,819DA8C60,242676,81A49AE20,45.51
215721,819DABFF0,34978,813B6C670,14.35
123807,819DBC5A0,17256,809A746C0,23.96
25526,819E0BDC0,220822,80B9D9D90,7.56
136580,819E08930,11770,800CC92C0,8.21
269198,819E244A0,11483,80CC5DF30,31.4
2175,819E27960,40122,815A01280,43.62
63152,819E1ED90,211374,806771800,6.07
258931,819E20660,3202,805EEAC30,35.67
66148,819E21D70,141248,8131F7D00,40.31
11265,819E2D740,212730,80716D790,21.51
143641,819E2F8A0,131857,8118771F0,22.47
236259,819E30270,21063,80CEB3190,12.64
60877,819E31C50,211374,806771800,10.12
142529,819E36D70,227639,8116D3D80,7.94
49873,819E016D0,531,800C79A60,35.26
144308,819E02CB0,11770,80772E9C0,5.29
262542,819E02EE0,1277,800BC93F0,7.19
143928,819E054C0,31694,80F42D1C0,28.28
112568,819E079A0,28865,80B5100F0,9.07
65793,819E37DF0,531,800C79A60,1.95
124173,819E47EE0,13210,8046F4870,47.33
238477,819E67730,129402,80B390B20,46.22
149962,819E6D510,120280,81B02E910,40.77
216093,819EFC5E0,531,804D44990,26.55
28102,819EFBA50,146606,814B81CD0,38.5
217717,819F24F90,531,8005D62B0,5.66
211374,819F243E0,2196,818253100,13.66
160909,819F276D0,25017,8157CFD40,21.35
114721,819F1AA10,22661,81212B4B0,5.76
169538,819F283A0,21260,804CEAA60,22.89
21438,819F29040,22661,81212B4B0,6.34
146287,819F33880,2175,80CDB6B90,17.37
16456,819F3DB30,223113,814954FA0,8.53
237253,819F3E020,223113,814954FA0,7.15
116648,81A058CD0,212730,816F66F80,11.24
238352,81A05E200,223550,81436D170,32.17
162111,81A0AB0A0,18493,8081D8960,40.44
228752,81A12EE50,26015,8176C05D0,41.91
264845,81A153A20,264845,81A153A20,19.73
237110,81A160AF0,15355,805336C10,5.54
126631,81A18A970,18324,80823CCB0,36.8
36830,81A195530,25526,80B0F4B30,37.09
122459,81A198070,9715,807568740,4.64
113002,81A27F260,1422,816AE6A40,39.92
11671,8055C71B0,226151,81A2E93E0,39.33
11671,8055C71B0,226151,81A2E93E0,28.54
11671,8055C71B0,226151,81A2E93E0,0.24
11671,8055C71B0,226151,81A2E93E0,0.08
5572,81A2E74B0,210700,80E8CAE40,31.13
18493,81A2E8280,33219,80E8CAD50,5.28
36392,81A2D88E0,11222,80DC081E0,41.26
23410,81A2D9870,254164,81B9D0960,1.31
126223,81A2D9C20,114954,806178760,6.86
8814,81A2DC640,21393,800C81930,8.72
9715,81A2FE810,21393,800C81930,38.59
62871,81A2FEBF0,15355,80216E690,2.59
120364,81A31F190,58500,818360AC0,41.12
267983,81A329930,11047,805E978C0,14.33
34117,81A329B80,125980,80D04D720,5.64
25017,81A329D60,153304,8139DA540,19.85
27234,81A32BD60,6314,802818A30,2.74
16262,81A353770,1110,802AFC090,1.13
227876,81A35B040,136393,80E4555F0,39.83
132004,81A364BD0,136393,80E4555F0,21.8
28102,81A36A460,21939,801E9FDB0,1.37
220188,81A3DC920,18324,80D638C90,6.94
21063,81A3DDF90,22547,8017FCFD0,12.86
240728,81A3D66A0,1439,8015677E0,1.25
212730,81A453270,4894,806BAA4D0,11.73
160896,81A471F00,18324,811F70220,34.1
66590,81A4D3540,61799,817905B70,15.27
220916,81A4C6670,13210,8039F9A20,1.15
266488,81A4C9370,1439,8034BD890,31.84
131266,81A507DD0,115771,8075F7780,6.76
30515,81A51A640,1439,800BDF9C0,10.9
217798,81A549490,2196,8060950D0,2.87
169394,81A56E550,153484,819285340,31.44
233829,81A577780,22890,80358D140,29.6
117916,81A57CAD0,124682,8186888A0,4.51
1807,81A57E130,15875,80CAE97A0,0.1
114954,81A55B390,110777,80A1D87D0,13.55
16866,81A566680,246662,81B1388E0,39.48
215514,81A5697C0,137074,8116B82C0,19.46
256833,81A5724D0,1889,80584C680,44.82
42015,81A586D10,110777,80A1D87D0,44.91
262521,81A5B6200,123807,80DBA9C10,30.57
1889,81A5B7E30,236008,80F4BB490,46.52
161609,81A5BD0F0,5033,8156CBBE0,22.43
31635,81A5E0320,26453,8056FEC70,20.06
267291,81A5E08B0,25463,809E06260,7.53
133539,81A5D4190,45803,8158876E0,16.48
62847,81A5F0500,25242,806B43EC0,45.41
31635,81A60F350,4790,81BA17B40,28.57
158006,81A60D600,6809,80CD03F80,10.61
28865,81A61B940,216093,80B46EAC0,15.23
20,81A60A330,20,81A60A330,2.71
25242,81A60B260,6809,808D65CC0,0.32
115943,81A61C0A0,349,802319930,20.61
124682,81A61C0F0,13703,802796760,2.7
155177,81A61C700,214867,813675490,25.64
124222,81A6382B0,114954,80BECD900,8.1
16263,81A63E6D0,3653,807E2B3A0,23.04
65793,81A641700,160417,818066DC0,49.57
216093,81A6432C0,20,81AAA1A70,17.1
21393,81A645340,27234,80D5EAF30,46.42
136580,81A646F20,118681,80E35C600,32.03
13243,812954E10,117694,80E1C96A0,14.55
214867,81A638D30,239632,81381B2F0,6.45
264845,81A6564E0,239632,81381B2F0,2.62
16263,81A61EBD0,1394,801481020,24.87
257646,8107A0140,211374,804D6D650,39.75
121013,81A62CA50,13395,80C14EC90,0.16
223113,81A62D680,24216,80F2FBA00,47.63
33747,81A6E05A0,118840,80EBA2960,13.79
28625,81A727180,28168,804F801A0,1.06
269198,81A727900,249786,81B201330,0.15
116648,81A727AC0,5617,80EF05DE0,21.86
157572,81A72CF80,28932,80DEBC1C0,26.63
151250,81A7406C0,25017,814B23310,41.83
270696,81A731780,33013,8162FFDC0,6.56
31286,81A738D50,11,8082B49D0,28.39
222439,81A7393D0,218057,81A9C6030,7.85
142059,81A78F420,6314,808D88610,46.06
132021,81A7AEC50,11483,8045066C0,5.33
214867,81A7CC420,1110,8011ED5C0,48.29
219975,81A7CE900,12592,8106ABE40,0.19
21547,81A7FD960,394,80059FDD0,14.89
216796,81A815D00,2860,800C3E600,10.44
150269,81A869C80,22224,807BFF150,44.81
146606,81A879390,214111,809E4EA40,2.39
28195,81A8898C0,113213,806704C00,3.38
212730,81A876F40,224,8006BBBB0,5.22
16679,8093190A0,14162,81A867700,5.69
16679,8093190A0,14162,81A867700,24.01
28865,81A8683B0,349,805FD2C60,2.68
113016,81A91D0C0,28958,812535000,44.43
19085,81A91D390,114954,8062D3470,10.28
32192,81A927930,145289,817034970,8.41
142059,81A961A40,16262,80439C260,44.79
269652,81A961E50,5621,804E29100,20.51
262844,81A963210,16262,80439C260,9.08
40122,81A995DE0,261281,817BD5FF0,46.38
37146,81A9A3F20,12,8030ED3D0,35.0
24999,81A9C2230,214000,811C13690,1.53
159853,81A9C4920,27915,80C314A20,39.07
65991,81A9C8FA0,21393,807BC04E0,3.28
1120,81A9C90E0,5621,811C135A0,7.55
131787,81A9134F0,1277,81825E9B0,21.33
231651,81A9A3520,228752,80C2199F0,37.85
2368,81A9D3C30,159928,816ADCD80,10.95
163060,81A9EA970,28932,818B0B550,0.98
220015,81A9FDBC0,3718,802D01E70,44.74
210472,81AA0BF00,121007,80E8F4880,15.33
126413,81AA69010,25242,80753F3F0,7.7
13243,81AA72930,220188,80EB66DF0,13.29
156915,81AA72D10,21828,81B5937E0,18.96
255136,81AAA0A60,139884,80F3C8E60,22.67
244647,81AAA2230,222439,80A501F50,3.24
47642,81AA9FEC0,244080,812859D60,33.32
214111,81AAF3B80,20,804D96620,40.82
223113,81AB7B170,14595,80791B280,38.7
62847,81ABA7CE0,21393,819F35AA0,49.25
113317,81AC27E50,12,8006ADD30,6.74
149701,81AC49900,216093,819BBE620,49.68
132021,81AC52340,256594,815E0D770,4.17
11305,8159A4550,22595,81ACC8390,2.79
11305,8159A4550,22595,81ACC8390,4.48
35086,81ACC79B0,26179,80A3F6050,33.25
1277,81AD702A0,164876,818B7D6A0,9.81
28625,81ADC86B0,18247,814A40CB0,8.3
3653,816F01210,23319,81262EE50,2.68
241535,81AE17C20,11968,8114BEF50,28.6
17831,81AE1DDC0,19589,8196DE7C0,9.85
215571,81AE22580,17831,80CEA7060,6.66
234039,81AE24A80,1439,8011CEA70,34.97
227876,81AE8EA60,26179,816449A90,20.48
121335,81AEAE500,21939,81306A920,18.09
31694,81AEBA8C0,21566,80E8A9B30,3.19
66590,81AEBD720,215456,80E8A9F70,42.42
272902,81AEC74E0,214107,81742A8C0,1.09
117916,81AEC8740,21566,80E8A9B30,42.78
5394,81AED3B30,229512,81366ED60,41.95
16456,81AEDC1D0,1291,816CF6870,32.78
11483,81AEDC220,24216,814723D20,30.6
149329,81AEDC380,16584,817D74180,32.9
141248,81AED9F50,23571,80350B470,28.93
26179,81AED43F0,27175,8094F0430,25.84
252645,81AED8190,9715,807D4BA20,4.1
224,805A69AD0,63251,81AEE9DB0,13.9
224,805A69AD0,63251,81AEE9DB0,10.84
15680,81AEEAA40,13125,8045A3D10,9.97
1120,81AEEAB30,27234,806127870,21.52
264845,81AEEA670,149962,817C588E0,6.9
70,10042B660,267233,81AEF2ED0,33.51
22595,81AFC26D0,11483,81565DDA0,46.74
5687,81AFE75F0,115943,8073523E0,8.66
214000,81AFF8F50,26894,8156594D0,37.67
234992,81B00BD40,219975,807BF0AE0,28.93
240728,81B011ED0,20,80C5F9C00,29.97
18326,81B044DE0,129927,80ECB0BE0,24.92
1638,81B047140,8814,80DBAA400,0.27
211,813F074F0,58361,81B055DE0,25.11
211,813F074F0,58361,81B055DE0,1.86
211,813F074F0,58361,81B055DE0,3.37
133044,81B05CB90,3718,802A7B400,0.12
150020,81B05F3D0,28102,81396F300,3.03
222470,81B061300,22364,8069E4B00,3.19
242412,81B074790,11265,808171DE0,44.57
158832,81B077360,124049,81556E1B0,28.95
49280,81B041AC0,119973,808888650,29.41
61848,81B04EA30,1638,80772CD00,44.17
261524,81B093310,226290,81B842750,46.58
72593,81B0916B0,12063,80614E8F0,4.83
135982,81B09C820,2860,8061650A0,27.19
261524,81B09FE90,24523,807B2B370,19.95
64141,81B0E4B20,22432,81725A8E0,11.41
269023,81B12F5A0,28393,81475F3E0,3.31
58750,81B13BA20,2860,801943FD0,35.59
31286,81B1355A0,24633,804369B70,18.36
10416,81B13BE70,20,81B9DE520,4.88
111913,81B13C630,18324,80787C960,16.19
226624,81B1407A0,126991,80FB90AB0,7.15
129927,81B142970,123807,81711E6F0,44.1
226290,81B146540,162225,817659460,0.82
28865,81B146FA0,126991,80FB90AB0,33.23
239457,81B147B00,215456,805BA5C50,31.93
233829,81B120310,110821,806E2ADB0,45.77
269112,81B121250,224,8004E8560,22.55
149329,81B122E00,110821,806E2ADB0,46.59
160797,81B125420,22224,8060FE3D0,44.96
271470,81B15B390,150020,81BF07C80,38.67
6809,81B1EA640,1291,8044444A0,27.89
119973,81B1F4FD0,12,807DBB1D0,5.21
143569,81B209150,1639,80037ACB0,28.58
71283,81B1FDFE0,49308,819768640,17.74
18324,81B215C00,254569,81B645950,7.98
240478,81B21DA10,21246,80B80B6B0,23.35
238579,81B246950,2196,801993C30,6.02
169797,81B246B30,21393,8033A1F70,20.8
156915,81B25ED40,110856,818A2FBC0,19.63
247270,81B26E8F0,254308,8163DF620,23.2
158466,81B279C70,24950,80776E700,22.41
258931,81B27E9C0,13703,81B5B3950,12.69
262844,81B2B4DA0,160797,8173B01B0,44.02
162149,81B30F580,18840,80560AA40,12.06
140626,81B32FEB0,246662,81210A480,0.54
25443,81B342600,238352,81504D3E0,3.69
164876,81B3C14A0,13243,808BBA760,4.95
63251,81B4994C0,220822,80AED8CA0,5.5
261630,81B49F0A0,246656,8118373E0,31.84
151250,81B4D2DF0,122459,807617AD0,2.62
119174,81B4D3D10,5617,8060EFED0,23.95
254751,81B522A50,26453,80CC0D840,20.55
3500,81B523D60,13210,80E8E5A10,19.43
247408,81B52A480,124222,80F588770,29.25
237110,81B56B700,113016,80B751520,36.13
17803,81B56E4D0,127980,810A0ADD0,49.13
221024,81B5825E0,215187,805C3DA00,3.65
67633,81B5B8970,12204,8098546E0,5.59
62667,81B5B7C60,15640,813B0E4B0,33.36
237246,81B5C3BE0,21414,80146D1A0,5.28
268299,81B5F48B0,31694,80F55DFA0,12.71
245750,81B602D60,21260,805FE5E50,6.52
267100,81B639020,116473,807C74540,10.63
117301,807C1A070,23747,81B642D00,46.29
219975,81B646A50,224,80BAAE390,8.32
127980,81B651680,21647,80AA7B2C0,29.53
1812,81B65E6A0,12966,808004380,41.81
49873,81B67E240,3389,81743B9E0,46.87
5855,81B672110,226659,814844D10,6.32
166679,81B684300,119174,807C63910,3.7
58500,81B696510,19182,80960DDB0,19.95
133620,81B6E5DC0,1394,8008D2F20,25.46
156306,81B6DA5A0,21393,806049550,6.79
267100,81B71E8B0,21939,8013C5B40,32.04
116703,81B74B3D0,21246,808DFF820,16.68
21246,81B6D1AF0,111913,81975FD50,22.2
6314,81B7A49C0,5394,8154474D0,45.64
170373,81B7CC750,18326,80E459820,28.87
115943,81B7D1300,23760,8096ABEF0,47.15
69418,81B7D7B00,24950,8023A6B40,34.27
219788,81B7D3830,164876,81B038840,46.31
30562,81B7C1600,34117,815CFCE40,11.2
214000,81B7CF900,34117,815CFCE40,34.93
145289,81B80FA30,15786,8119DF7A0,13.14
140797,81B86D5A0,22185,80A0392D0,30.13
170131,81B88FC60,1277,800BE94E0,13.85
239886,81B892B50,1394,8029B7730,39.0
153021,81B8938A0,394,802B1FB00,2.22
251854,81B89FBC0,1638,800E9BCB0,4.94
240728,81B8A8FC0,394,802B1FB00,18.3
21130,81B8FDE30,45803,8157911F0,8.71
215766,81B900830,215766,80AA8C9D0,3.72
20,81B901B30,246662,8124AC360,28.69
115966,81B8FD370,139661,8136C2D60,12.54
138123,81B925000,21063,80D8AB260,26.8
8488,81B95B130,1277,80092A7D0,2.0
229512,81B956710,23410,80582BEC0,29.86
161609,81B95CC20,5617,802D1BD20,31.68
160896,81B9549A0,19229,80F5E4A20,43.76
229026,81B961260,15640,80633C520,0.82
238352,81B94F470,5855,80A3E9E10,7.84
67043,81B9481F0,160734,8177762C0,11.04
62847,81B948270,15194,806C38180,8.87
1812,801014730,266848,81B99CE60,30.31
240478,81B9F7590,226851,80D6FE990,34.76
128097,81B9EC420,215456,80E8A9F70,7.12
228752,81B9ECA10,1812,800F713D0,2.84
71283,81B9F0970,31694,814391E40,25.65
31363,81BA09D10,3440,8134E2130,9.16
274254,81BA22CD0,3202,80136D630,11.17
256833,81BA16710,21063,8095414F0,15.6
122459,81BA43290,1422,81775C640,41.25
126688,81BA4C860,215456,8116DE750,41.42
1889,81BA099D0,24633,81BA65490,35.86
113213,81BA0A360,37690,813B7C700,7.58
43256,81BA0C6A0,135982,80F5CB170,9.07
63251,81BA0E6E0,21393,800BCB590,29.37
61848,81BA40370,5394,809316A00,19.9
131099,81BA45150,37690,813B7C700,17.36
256229,81BA52460,231905,80D45C040,8.91
261524,81BAAEA30,21393,80562E520,25.07
71857,81BAB1780,24633,8153C2200,23.72
148288,81BADCF60,13354,805DAF280,45.5
252222,81BBA3DC0,28102,806010220,11.72
1889,81BCFC5E0,16739,814B9F8F0,6.24
11,81BD5FB20,18671,819C05920,33.61
28625,81BD83560,14133,806A0E790,15.56
